,SSC_CODE_2016,Census_Name_2016,pop_percentage
164,SSC10165,Balmain East,"1|United_Kingdom|35.53,2|New_Zealand|11.47,3|Ireland|3.76,4|South_Africa|3.76,5|Germany|3.57,0|other_countries|36.47"
165,SSC10166,Balmoral (Lake Macquarie - NSW),"1|United_Kingdom|42.47,2|Germany|13.7,3|Singapore|4.11,4|New_Zealand|4.11,5|Hong_Kong_SAR_China|0.0,0|other_countries|19.18"
166,SSC10167,Balmoral (Wingecarribee - NSW),"1|United_Kingdom|48.48,2|India|6.06,3|Netherlands|6.06,4|New_Zealand|6.06,5|China_exc_SARs_Taiwan|4.55,0|other_countries|15.15"
167,SSC10168,Balranald,"1|United_Kingdom|25.0,2|Italy|15.0,3|Fiji|11.67,4|India|11.67,5|Ireland|8.33,0|other_countries|41.67"
168,SSC10169,Bamarang,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
169,SSC10170,Banda Banda,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
170,SSC10171,Bandon Grove,"1|United_Kingdom|57.14,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
171,SSC10172,Bangadang,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
172,SSC10173,Bangalee (NSW),"1|United_Kingdom|45.45,2|New_Zealand|9.09,3|Italy|6.82,4|Netherlands|4.55,5|China_exc_SARs_Taiwan|3.41,0|other_countries|22.73"
173,SSC10174,Bangalow,"1|United_Kingdom|35.84,2|New_Zealand|17.77,3|South_Africa|5.42,4|Germany|5.42,5|Canada|2.71,0|other_countries|28.01"
174,SSC10175,Bangheet,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
175,SSC10176,Bango,"1|United_Kingdom|40.0,2|New_Zealand|30.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
176,SSC10177,Bangor (NSW),"1|United_Kingdom|28.12,2|New_Zealand|6.62,3|South_Africa|6.41,4|China_exc_SARs_Taiwan|4.78,5|Italy|3.91,0|other_countries|47.12"
177,SSC10178,Banksia,"1|FYROM|16.05,2|China_exc_SARs_Taiwan|10.49,3|Philippines|5.62,4|Lebanon|5.15,5|Greece|4.47,0|other_countries|58.09"
178,SSC10179,Banksmeadow,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
179,SSC10180,Bankstown,"1|Vietnam|25.9,2|Lebanon|11.42,3|China_exc_SARs_Taiwan|9.68,4|Pakistan|5.64,5|India|2.88,0|other_countries|44.37"
180,SSC10181,Bankstown Aerodrome,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
181,SSC10182,Bannaby,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
182,SSC10183,Bannister (NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
183,SSC10184,Banoon,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
184,SSC10185,Banora Point,"1|United_Kingdom|41.34,2|New_Zealand|18.65,3|Philippines|4.52,4|Germany|2.84,5|China_exc_SARs_Taiwan|2.16,0|other_countries|28.37"
185,SSC10186,Banyabba,"1|United_Kingdom|30.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
186,SSC10187,Bar Beach,"1|United_Kingdom|32.96,2|New_Zealand|8.94,3|South_Africa|8.38,4|Lebanon|2.79,5|Sri_Lanka|2.23,0|other_countries|35.2"
187,SSC10188,Bar Point,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|42.86"
188,SSC10189,Bara,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
189,SSC10190,Baradine,"1|United_Kingdom|35.71,2|India|21.43,3|New_Zealand|14.29,4|Germany|10.71,5|Indonesia|0.0,0|other_countries|0.0"
190,SSC10191,Barangaroo,"1|China_exc_SARs_Taiwan|39.39,2|Japan|18.18,3|United_Kingdom|13.64,4|Germany|4.55,5|New_Zealand|4.55,0|other_countries|12.12"
191,SSC10192,Barcoongere,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
192,SSC10193,Barden Ridge,"1|United_Kingdom|22.22,2|South_Africa|6.85,3|New_Zealand|6.39,4|China_exc_SARs_Taiwan|6.39,5|Egypt|4.26,0|other_countries|48.4"
193,SSC10194,Bardia,"1|India|19.22,2|Philippines|9.33,3|Fiji|7.52,4|New_Zealand|5.99,5|China_exc_SARs_Taiwan|4.87,0|other_countries|50.42"
194,SSC10195,Bardwell Park,"1|China_exc_SARs_Taiwan|22.87,2|Greece|15.82,3|United_Kingdom|5.19,4|Lebanon|4.39,5|Vietnam|4.26,0|other_countries|44.81"
195,SSC10196,Bardwell Valley,"1|Lebanon|14.93,2|China_exc_SARs_Taiwan|10.32,3|United_Kingdom|7.84,4|FYROM|7.71,5|Greece|7.09,0|other_countries|49.13"
196,SSC10197,Barellan,"1|United_Kingdom|23.08,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
197,SSC10198,Bargo,"1|United_Kingdom|42.0,2|New_Zealand|10.17,3|Germany|4.71,4|China_exc_SARs_Taiwan|3.2,5|Italy|3.01,0|other_countries|32.96"
198,SSC10199,Barham,"1|United_Kingdom|37.21,2|New_Zealand|8.14,3|Netherlands|5.81,4|Philippines|5.81,5|Italy|4.65,0|other_countries|31.4"
199,SSC10200,Barigan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
200,SSC10201,Barkers Vale,"1|United_Kingdom|26.83,2|Canada|19.51,3|South_Africa|9.76,4|Japan|7.32,5|Thailand|7.32,0|other_countries|14.63"
201,SSC10202,Barmedman,"1|United_Kingdom|40.91,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|13.64"
202,SSC10203,Barneys Reef,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
203,SSC10204,Barnsley,"1|United_Kingdom|46.91,2|New_Zealand|7.41,3|Fiji|6.17,4|Canada|4.94,5|Germany|4.94,0|other_countries|30.86"
204,SSC10205,Barooga,"1|United_Kingdom|31.91,2|Malaysia|14.89,3|Philippines|10.64,4|New_Zealand|7.8,5|Netherlands|7.09,0|other_countries|30.5"
205,SSC10206,Barraba,"1|United_Kingdom|40.23,2|New_Zealand|16.09,3|Germany|13.79,4|South_Africa|6.9,5|Philippines|5.75,0|other_countries|17.24"
206,SSC10207,Barrack Heights,"1|United_Kingdom|32.87,2|FYROM|15.36,3|Italy|5.0,4|Germany|3.8,5|Croatia|3.54,0|other_countries|37.7"
207,SSC10208,Barrack Point,"1|United_Kingdom|44.0,2|New_Zealand|10.0,3|Thailand|4.0,4|FYROM|4.0,5|Egypt|3.0,0|other_countries|25.0"
208,SSC10209,Barraganyatti,"1|United_Kingdom|35.71,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|28.57"
209,SSC10210,Barragga Bay,"1|United_Kingdom|56.25,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
210,SSC10211,Barratta (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
211,SSC10212,Barren Grounds,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
212,SSC10213,Barrengarry,"1|United_Kingdom|57.14,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|21.43"
213,SSC10214,Barretts Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
214,SSC10215,Barringella,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
215,SSC10216,Barrington (NSW),"1|United_Kingdom|77.78,2|New_Zealand|11.11,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|11.11"
216,SSC10217,Barrington Tops,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
217,SSC10218,Barry (Blayney - NSW),"1|Malta|27.27,2|United_Kingdom|27.27,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
218,SSC10219,Barry (Upper Hunter Shire - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
219,SSC10220,Barwang,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
220,SSC10221,Barwon,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
221,SSC10222,Baryulgil,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
222,SSC10223,Basin View,"1|United_Kingdom|44.2,2|New_Zealand|16.57,3|Italy|3.31,4|Netherlands|2.76,5|Germany|2.21,0|other_countries|31.49"
223,SSC10224,Bass Hill,"1|Lebanon|22.46,2|Vietnam|19.84,3|Italy|3.71,4|Iraq|3.59,5|China_exc_SARs_Taiwan|3.23,0|other_countries|46.26"
224,SSC10225,Bassendean (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
225,SSC10226,Batar Creek,"1|Germany|80.0,2|New_Zealand|60.0,3|Egypt|0.0,4|Philippines|0.0,5|Poland|0.0,0|other_countries|0.0"
226,SSC10227,Bateau Bay,"1|United_Kingdom|46.8,2|New_Zealand|12.28,3|Ireland|3.2,4|Philippines|2.98,5|South_Africa|2.53,0|other_countries|30.51"
227,SSC10228,Batehaven,"1|United_Kingdom|39.03,2|New_Zealand|7.81,3|Croatia|6.69,4|South_Africa|3.35,5|Germany|3.35,0|other_countries|38.29"
228,SSC10229,Batemans Bay,"1|United_Kingdom|40.87,2|New_Zealand|12.98,3|Netherlands|4.33,4|South_Africa|3.85,5|Philippines|2.88,0|other_countries|27.88"
229,SSC10230,Bathampton,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
230,SSC10231,Bathurst,"1|United_Kingdom|20.53,2|New_Zealand|9.67,3|India|9.31,4|Philippines|5.61,5|China_exc_SARs_Taiwan|5.25,0|other_countries|46.06"
231,SSC10232,Batlow,"1|New_Zealand|15.61,2|United_Kingdom|13.17,3|Thailand|6.34,4|Germany|5.37,5|Netherlands|2.44,0|other_countries|53.17"
232,SSC10233,Baulkham Hills,"1|China_exc_SARs_Taiwan|18.52,2|India|12.96,3|United_Kingdom|8.69,4|Korea_Republic_South|5.35,5|Sri_Lanka|4.28,0|other_countries|48.56"
233,SSC10234,Baw Baw (NSW),"1|United_Kingdom|43.48,2|Turkey|17.39,3|Philippines|13.04,4|Indonesia|0.0,5|Iran|0.0,0|other_countries|0.0"
234,SSC10235,Bawley Point,"1|United_Kingdom|40.4,2|New_Zealand|13.13,3|Netherlands|7.07,4|Germany|4.04,5|Philippines|3.03,0|other_countries|12.12"
235,SSC10236,Baxters Ridge,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
236,SSC10237,Bayview (NSW),"1|United_Kingdom|46.38,2|New_Zealand|7.03,3|South_Africa|5.71,4|Netherlands|3.77,5|Germany|3.47,0|other_countries|30.48"
237,SSC10238,Beacon Hill,"1|United_Kingdom|25.31,2|China_exc_SARs_Taiwan|11.35,3|Italy|8.1,4|New_Zealand|7.91,5|South_Africa|3.63,0|other_countries|40.95"
238,SSC10239,Beaconsfield (NSW),"1|Indonesia|14.84,2|United_Kingdom|10.68,3|New_Zealand|8.61,4|China_exc_SARs_Taiwan|7.72,5|Vietnam|5.64,0|other_countries|47.48"
239,SSC10240,Bean Creek,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|100.0"
240,SSC10241,Bearbong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
241,SSC10242,Beaumont (NSW),"1|United_Kingdom|60.0,2|New_Zealand|20.0,3|Germany|12.0,4|Netherlands|12.0,5|Indonesia|0.0,0|other_countries|0.0"
242,SSC10243,Beaumont Hills,"1|India|11.85,2|Philippines|10.96,3|United_Kingdom|10.54,4|China_exc_SARs_Taiwan|7.51,5|South_Africa|6.95,0|other_countries|50.62"
243,SSC10244,Beckom,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
244,SSC10245,Bective,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
245,SSC10246,Bectric,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
246,SSC10247,Bedgerabong,"1|Philippines|36.36,2|United_Kingdom|27.27,3|Iran|0.0,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
247,SSC10248,Beechwood,"1|United_Kingdom|50.0,2|New_Zealand|21.15,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|7.69"
248,SSC10249,Beecroft,"1|China_exc_SARs_Taiwan|22.09,2|United_Kingdom|11.58,3|Hong_Kong_SAR_China|8.39,4|India|7.03,5|Sri_Lanka|5.14,0|other_countries|44.18"
249,SSC10250,Beecroft Peninsula,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
250,SSC10251,Beelbangera,"1|Italy|42.31,2|New_Zealand|23.08,3|India|15.38,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
251,SSC10252,Beemunnel,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
252,SSC10253,Bega,"1|United_Kingdom|36.91,2|New_Zealand|9.37,3|Netherlands|8.26,4|Philippines|6.61,5|Germany|5.51,0|other_countries|29.2"
253,SSC10254,Beggan Beggan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
254,SSC10255,Belanglo,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
255,SSC10256,Belbora,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
256,SSC10257,Belfield,"1|China_exc_SARs_Taiwan|13.49,2|Lebanon|13.37,3|Korea_Republic_South|11.09,4|Italy|8.49,5|Greece|5.77,0|other_countries|46.97"
257,SSC10258,Belford,"1|United_Kingdom|25.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|25.0"
258,SSC10259,Belfrayden,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|100.0"
259,SSC10260,Belgravia,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
260,SSC10261,Belimbla Park,"1|United_Kingdom|31.34,2|South_Africa|10.45,3|New_Zealand|4.48,4|Germany|4.48,5|Italy|4.48,0|other_countries|29.85"
261,SSC10262,Bell (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
262,SSC10263,Bella Vista,"1|India|16.47,2|China_exc_SARs_Taiwan|12.93,3|Sri_Lanka|9.45,4|United_Kingdom|6.1,5|Philippines|4.65,0|other_countries|47.06"
263,SSC10264,Bellambi,"1|United_Kingdom|31.62,2|New_Zealand|8.26,3|Philippines|5.27,4|Germany|3.56,5|Italy|3.28,0|other_countries|49.43"
264,SSC10265,Bellangry,"1|United_Kingdom|60.0,2|South_Africa|30.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
265,SSC10266,Bellata,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
266,SSC10267,Bellawongarah,"1|United_Kingdom|46.88,2|South_Africa|12.5,3|Netherlands|12.5,4|Germany|9.38,5|Turkey|0.0,0|other_countries|9.38"
267,SSC10268,Bellbird,"1|United_Kingdom|44.79,2|New_Zealand|16.67,3|India|5.21,4|Thailand|4.17,5|Philippines|3.12,0|other_countries|17.71"
268,SSC10269,Bellbird Heights,"1|United_Kingdom|43.55,2|China_exc_SARs_Taiwan|11.29,3|Germany|4.84,4|Italy|4.84,5|Fiji|4.84,0|other_countries|14.52"
269,SSC10270,Bellbrook,"1|United_Kingdom|36.0,2|New_Zealand|24.0,3|Fiji|16.0,4|Netherlands|12.0,5|Indonesia|0.0,0|other_countries|20.0"
270,SSC10271,Bellevue Hill,"1|United_Kingdom|18.95,2|South_Africa|14.32,3|New_Zealand|6.39,4|China_exc_SARs_Taiwan|4.6,5|Hong_Kong_SAR_China|2.95,0|other_countries|48.94"
271,SSC10272,Bellimbopinni,"1|Singapore|75.0,2|New_Zealand|0.0,3|Philippines|0.0,4|Poland|0.0,5|Canada|0.0,0|other_countries|0.0"
272,SSC10273,Bellingen,"1|United_Kingdom|43.28,2|New_Zealand|12.31,3|Germany|7.28,4|Netherlands|5.22,5|South_Africa|4.1,0|other_countries|23.13"
273,SSC10274,Bellmount Forest,"1|United_Kingdom|62.5,2|Canada|18.75,3|Netherlands|18.75,4|India|0.0,5|Indonesia|0.0,0|other_countries|0.0"
274,SSC10275,Belltrees,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
275,SSC10276,Belmont (NSW),"1|United_Kingdom|35.13,2|New_Zealand|10.13,3|India|4.59,4|Germany|4.43,5|Philippines|4.11,0|other_countries|40.03"
276,SSC10277,Belmont North,"1|United_Kingdom|33.4,2|New_Zealand|7.47,3|China_exc_SARs_Taiwan|6.22,4|South_Africa|5.81,5|Philippines|5.19,0|other_countries|37.97"
277,SSC10278,Belmont South,"1|United_Kingdom|30.59,2|New_Zealand|18.82,3|South_Africa|4.71,4|Germany|3.53,5|Poland|3.53,0|other_countries|21.18"
278,SSC10279,Belmore,"1|Greece|12.77,2|China_exc_SARs_Taiwan|10.78,3|Lebanon|8.41,4|Vietnam|7.13,5|Korea_Republic_South|5.92,0|other_countries|55.13"
279,SSC10280,Belmore River,"1|United_Kingdom|36.36,2|Germany|27.27,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
280,SSC10281,Beloka,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
281,SSC10282,Belowra,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
282,SSC10283,Belrose,"1|United_Kingdom|31.02,2|South_Africa|8.64,3|China_exc_SARs_Taiwan|6.49,4|New_Zealand|6.41,5|Iran|3.89,0|other_countries|41.44"
283,SSC10284,Bemboka,"1|United_Kingdom|44.9,2|New_Zealand|18.37,3|Germany|16.33,4|Philippines|6.12,5|Indonesia|0.0,0|other_countries|6.12"
284,SSC10285,Ben Bullen,"1|United_Kingdom|50.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
285,SSC10286,Ben Lomond (NSW),"1|United_Kingdom|30.77,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|23.08"
286,SSC10287,Benandarah,"1|United_Kingdom|55.0,2|Germany|15.0,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
287,SSC10288,Bendalong,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
288,SSC10289,Bendemeer,"1|United_Kingdom|57.14,2|New_Zealand|17.14,3|Indonesia|8.57,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|22.86"
289,SSC10290,Bendick Murrell,"1|United_Kingdom|37.5,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
290,SSC10291,Bendolba,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
291,SSC10292,Bendoura,"1|United_Kingdom|36.36,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
292,SSC10293,Benerembah,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
293,SSC10294,Bengalla,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
294,SSC10295,Bennetts Green,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
295,SSC10296,Benolong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
296,SSC10297,Bensville,"1|United_Kingdom|49.18,2|New_Zealand|6.87,3|South_Africa|4.12,4|Germany|3.3,5|Malta|3.02,0|other_countries|27.2"
297,SSC10298,Bentley (NSW),"1|United_Kingdom|40.0,2|Germany|20.0,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|20.0"
298,SSC10299,Berala,"1|China_exc_SARs_Taiwan|26.03,2|Vietnam|13.76,3|Korea_Republic_South|4.76,4|Philippines|4.41,5|Sri_Lanka|3.57,0|other_countries|47.16"
299,SSC10300,Berambing,"1|United_Kingdom|42.86,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
300,SSC10301,Beresfield,"1|United_Kingdom|23.55,2|China_exc_SARs_Taiwan|11.26,3|New_Zealand|6.83,4|Philippines|5.12,5|Germany|4.44,0|other_countries|43.34"
301,SSC10302,Bergalia,"1|United_Kingdom|50.0,2|New_Zealand|22.22,3|South_Africa|16.67,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
302,SSC10303,Berkeley,"1|United_Kingdom|21.28,2|FYROM|12.52,3|Italy|4.62,4|New_Zealand|4.13,5|Philippines|4.07,0|other_countries|52.52"
303,SSC10304,Berkeley Vale,"1|United_Kingdom|41.39,2|New_Zealand|16.78,3|Germany|3.49,4|Philippines|3.16,5|India|2.83,0|other_countries|29.96"
304,SSC10305,Berkshire Park,"1|Malta|16.15,2|New_Zealand|9.98,3|Vietnam|7.36,4|China_exc_SARs_Taiwan|7.36,5|Lebanon|6.41,0|other_countries|49.41"
305,SSC10306,Berlang,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
306,SSC10307,Bermagui,"1|United_Kingdom|46.01,2|Germany|8.45,3|New_Zealand|7.98,4|Netherlands|4.23,5|Greece|4.23,0|other_countries|25.82"
307,SSC10308,Berowra,"1|United_Kingdom|32.01,2|New_Zealand|8.39,3|Philippines|5.71,4|India|4.5,5|South_Africa|4.33,0|other_countries|43.51"
308,SSC10309,Berowra Creek,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
309,SSC10310,Berowra Heights,"1|United_Kingdom|41.29,2|New_Zealand|8.22,3|China_exc_SARs_Taiwan|4.11,4|Philippines|3.33,5|South_Africa|3.13,0|other_countries|38.75"
310,SSC10311,Berowra Waters,"1|United_Kingdom|45.0,2|South_Africa|25.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|15.0"
311,SSC10312,Berrambool,"1|United_Kingdom|37.21,2|New_Zealand|13.95,3|Philippines|6.98,4|Germany|6.98,5|Netherlands|6.98,0|other_countries|23.26"
312,SSC10313,Berrara,"1|New_Zealand|33.33,2|Germany|16.67,3|United_Kingdom|16.67,4|Netherlands|16.67,5|Hong_Kong_SAR_China|0.0,0|other_countries|16.67"
313,SSC10314,Berremangra,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
314,SSC10315,Berrico,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
315,SSC10316,Berridale,"1|United_Kingdom|50.0,2|Germany|10.48,3|New_Zealand|9.68,4|Italy|3.23,5|Canada|2.42,0|other_countries|20.97"
316,SSC10317,Berrigal,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
317,SSC10318,Berrigan,"1|United_Kingdom|49.3,2|Netherlands|15.49,3|New_Zealand|8.45,4|Germany|5.63,5|Sri_Lanka|4.23,0|other_countries|8.45"
318,SSC10319,Berrilee,"1|United_Kingdom|30.61,2|Thailand|16.33,3|New_Zealand|8.16,4|Lebanon|6.12,5|Germany|6.12,0|other_countries|16.33"
319,SSC10320,Berrima,"1|United_Kingdom|36.13,2|New_Zealand|10.92,3|Germany|5.88,4|Italy|5.04,5|Indonesia|3.36,0|other_countries|24.37"
320,SSC10321,Berringer Lake,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
321,SSC10322,Berry,"1|United_Kingdom|52.63,2|New_Zealand|11.53,3|Ireland|3.51,4|Netherlands|3.26,5|Germany|3.26,0|other_countries|21.05"
322,SSC10323,Berry Jerry,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
323,SSC10324,Berry Mountain,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|37.5"
324,SSC10325,Berry Park,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
325,SSC10326,Berthong,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
326,SSC10327,Beryl,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
