,SSC_CODE_2016,Census_Name_2016,pop_percentage
3316,SSC13317,Rannock,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3317,SSC13318,Rappville,"1|New_Zealand|52.63,2|United_Kingdom|15.79,3|Iran|0.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|21.05"
3318,SSC13319,Rathmines,"1|United_Kingdom|32.42,2|New_Zealand|18.26,3|Netherlands|6.85,4|China_exc_SARs_Taiwan|6.39,5|Germany|4.57,0|other_countries|32.88"
3319,SSC13320,Ravensdale,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3320,SSC13321,Ravenswood (NSW),"1|United_Kingdom|28.57,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3321,SSC13322,Ravensworth (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3322,SSC13323,Rawdon Island,"1|United_Kingdom|23.08,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|23.08"
3323,SSC13324,Rawdon Vale,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3324,SSC13325,Raworth,"1|United_Kingdom|32.99,2|New_Zealand|13.4,3|Netherlands|9.28,4|South_Africa|7.22,5|Ireland|6.19,0|other_countries|23.71"
3325,SSC13326,Rawsonville,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3326,SSC13327,Raymond Terrace,"1|United_Kingdom|33.54,2|New_Zealand|13.94,3|Philippines|5.24,4|Germany|4.51,5|Malaysia|4.19,0|other_countries|36.48"
3327,SSC13328,Razorback,"1|United_Kingdom|44.2,2|New_Zealand|8.7,3|Italy|6.52,4|Poland|5.07,5|Germany|2.9,0|other_countries|24.64"
3328,SSC13329,Red Head,"1|United_Kingdom|48.21,2|Germany|8.93,3|New_Zealand|7.14,4|Ireland|5.36,5|Fiji|0.0,0|other_countries|12.5"
3329,SSC13330,Red Hill (Snowy Valleys - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3330,SSC13331,Red Hill (Tamworth Regional - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3331,SSC13332,Red Hill (Warren - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3332,SSC13333,Red Range,"1|Ireland|40.0,2|United_Kingdom|30.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3333,SSC13334,Red Rock,"1|New_Zealand|31.71,2|India|24.39,3|Malaysia|9.76,4|United_Kingdom|9.76,5|Netherlands|7.32,0|other_countries|14.63"
3334,SSC13335,Red Rocks,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3335,SSC13336,Redbank (NSW),"1|United_Kingdom|69.23,2|New_Zealand|19.23,3|Netherlands|11.54,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
3336,SSC13337,Redbournberry,"1|United_Kingdom|85.71,2|New_Zealand|42.86,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3337,SSC13338,Reddestone,"1|United_Kingdom|0,2|South_Africa|0,3|Egypt|0,4|Philippines|0,5|Poland|0,0|other_countries|0"
3338,SSC13339,Redfern,"1|United_Kingdom|14.73,2|China_exc_SARs_Taiwan|11.64,3|New_Zealand|8.11,4|Ireland|2.7,5|Malaysia|2.44,0|other_countries|56.73"
3339,SSC13340,Redhead,"1|United_Kingdom|34.35,2|New_Zealand|13.3,3|Germany|5.26,4|South_Africa|3.6,5|Canada|2.77,0|other_countries|29.92"
3340,SSC13341,Redlands,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3341,SSC13342,Reedy Creek (NSW),"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3342,SSC13343,Reedy Swamp,"1|United_Kingdom|21.43,2|New_Zealand|21.43,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|28.57"
3343,SSC13344,Reefton (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3344,SSC13345,Regents Park (NSW),"1|Vietnam|16.28,2|China_exc_SARs_Taiwan|16.17,3|Lebanon|6.43,4|Pakistan|4.49,5|India|4.3,0|other_countries|51.12"
3345,SSC13346,Regentville,"1|United_Kingdom|42.16,2|New_Zealand|9.8,3|Malta|5.88,4|Germany|4.9,5|South_Africa|3.92,0|other_countries|25.49"
3346,SSC13347,Reids Flat,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|50.0"
3347,SSC13348,Reidsdale,"1|New_Zealand|36.36,2|United_Kingdom|27.27,3|Iran|0.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|27.27"
3348,SSC13349,Rennie,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3349,SSC13350,Renwick,"1|United_Kingdom|36.46,2|New_Zealand|11.46,3|Germany|9.38,4|South_Africa|4.17,5|Italy|4.17,0|other_countries|25.0"
3350,SSC13351,Repentance Creek,"1|New_Zealand|46.67,2|United_Kingdom|40.0,3|Iran|0.0,4|Egypt|0.0,5|Poland|0.0,0|other_countries|26.67"
3351,SSC13352,Repton,"1|United_Kingdom|40.0,2|New_Zealand|14.67,3|Netherlands|9.33,4|Germany|5.33,5|India|0.0,0|other_countries|21.33"
3352,SSC13353,Reserve Creek,"1|New_Zealand|21.43,2|China_exc_SARs_Taiwan|21.43,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3353,SSC13354,Retreat (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3354,SSC13355,Revesby,"1|China_exc_SARs_Taiwan|15.28,2|Vietnam|12.57,3|Lebanon|8.83,4|India|6.75,5|New_Zealand|5.48,0|other_countries|50.75"
3355,SSC13356,Revesby Heights,"1|China_exc_SARs_Taiwan|12.47,2|United_Kingdom|10.43,3|Lebanon|7.38,4|New_Zealand|5.09,5|Vietnam|4.58,0|other_countries|59.8"
3356,SSC13357,Rhine Falls,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3357,SSC13358,Rhodes,"1|China_exc_SARs_Taiwan|50.42,2|Korea_Republic_South|14.19,3|India|5.85,4|Hong_Kong_SAR_China|3.59,5|Malaysia|2.08,0|other_countries|23.28"
3358,SSC13359,Richlands (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3359,SSC13360,Richmond (NSW),"1|United_Kingdom|28.83,2|New_Zealand|9.12,3|Germany|4.62,4|China_exc_SARs_Taiwan|3.94,5|Philippines|3.83,0|other_countries|47.86"
3360,SSC13361,Richmond Hill (NSW),"1|United_Kingdom|43.33,2|New_Zealand|8.89,3|Germany|7.78,4|Malaysia|6.67,5|Italy|4.44,0|other_countries|13.33"
3361,SSC13362,Richmond Lowlands,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3362,SSC13363,Richmond Vale,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3363,SSC13364,Rileys Hill,"1|United_Kingdom|41.67,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|25.0"
3364,SSC13365,Ringwood (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3365,SSC13366,Riverlea,"1|United_Kingdom|60.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3366,SSC13367,Riverside (NSW),"1|United_Kingdom|27.08,2|South_Africa|20.83,3|Netherlands|10.42,4|New_Zealand|6.25,5|Turkey|0.0,0|other_countries|25.0"
3367,SSC13368,Riverstone,"1|United_Kingdom|11.88,2|India|11.2,3|Philippines|10.05,4|New_Zealand|7.92,5|Malta|5.48,0|other_countries|49.05"
3368,SSC13369,Rivertree,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3369,SSC13370,Riverview (NSW),"1|United_Kingdom|25.59,2|New_Zealand|10.97,3|China_exc_SARs_Taiwan|8.62,4|South_Africa|5.74,5|India|4.18,0|other_countries|39.95"
3370,SSC13371,Riverwood,"1|China_exc_SARs_Taiwan|34.85,2|Lebanon|5.38,3|Hong_Kong_SAR_China|5.24,4|Vietnam|4.35,5|New_Zealand|4.18,0|other_countries|45.85"
3371,SSC13372,Rixs Creek,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3372,SSC13373,Rob Roy,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3373,SSC13374,Robertson (NSW),"1|United_Kingdom|45.45,2|New_Zealand|11.07,3|Italy|4.74,4|India|2.77,5|Germany|2.37,0|other_countries|25.69"
3374,SSC13375,Robin Hill,"1|United_Kingdom|32.86,2|New_Zealand|11.43,3|Netherlands|7.14,4|Canada|4.29,5|China_exc_SARs_Taiwan|4.29,0|other_countries|21.43"
3375,SSC13376,Rock Flat,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3376,SSC13377,Rock Forest,"1|United_Kingdom|50.0,2|Italy|37.5,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3377,SSC13378,Rock Valley,"1|United_Kingdom|37.5,2|Germany|20.83,3|Italy|12.5,4|Netherlands|12.5,5|Hong_Kong_SAR_China|0.0,0|other_countries|16.67"
3378,SSC13379,Rockdale,"1|China_exc_SARs_Taiwan|15.37,2|FYROM|6.0,3|Philippines|5.31,4|India|4.85,5|Lebanon|2.69,0|other_countries|65.55"
3379,SSC13380,Rockley,"1|United_Kingdom|43.75,2|Canada|18.75,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|18.75"
3380,SSC13381,Rockley Mount,"1|United_Kingdom|0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3381,SSC13382,Rockton,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3382,SSC13383,Rocky Creek (Gwydir - NSW),"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3383,SSC13384,Rocky Creek (Inverell - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3384,SSC13385,Rocky Glen,"1|South_Africa|63.64,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|27.27"
3385,SSC13386,Rocky Hall,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3386,SSC13387,Rocky Plain (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3387,SSC13388,Rocky Point (NSW),"1|United_Kingdom|36.67,2|New_Zealand|30.0,3|China_exc_SARs_Taiwan|23.33,4|Netherlands|13.33,5|India|0.0,0|other_countries|30.0"
3388,SSC13389,Rocky River (Tenterfield - NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3389,SSC13390,Rocky River (Uralla - NSW),"1|United_Kingdom|45.45,2|Germany|13.64,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3390,SSC13391,Rodd Point,"1|Italy|25.97,2|China_exc_SARs_Taiwan|14.36,3|United_Kingdom|10.77,4|Vietnam|5.25,5|Hong_Kong_SAR_China|4.7,0|other_countries|32.87"
3391,SSC13392,Rollands Plains,"1|United_Kingdom|80.0,2|New_Zealand|60.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3392,SSC13393,Rookhurst,"1|New_Zealand|100.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3393,SSC13394,Rookwood (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3394,SSC13395,Rooty Hill,"1|Philippines|33.68,2|India|9.31,3|Fiji|6.82,4|New_Zealand|4.96,5|Pakistan|4.94,0|other_countries|40.11"
3395,SSC13396,Ropers Road,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3396,SSC13397,Ropes Crossing,"1|India|23.75,2|Philippines|20.06,3|New_Zealand|8.02,4|Fiji|5.04,5|United_Kingdom|4.48,0|other_countries|38.01"
3397,SSC13398,Rose Bay (NSW),"1|South_Africa|22.66,2|United_Kingdom|15.75,3|New_Zealand|6.19,4|China_exc_SARs_Taiwan|3.47,5|Philippines|2.2,0|other_countries|46.67"
3398,SSC13399,Rose Valley (Kiama - NSW),"1|United_Kingdom|33.33,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3399,SSC13400,Rose Valley (Snowy Monaro Regional - NSW),"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|116.67"
3400,SSC13401,Rosebank,"1|United_Kingdom|28.99,2|New_Zealand|23.19,3|Ireland|10.14,4|Germany|8.7,5|Netherlands|5.8,0|other_countries|26.09"
3401,SSC13402,Roseberg,"1|United_Kingdom|37.5,2|Germany|37.5,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3402,SSC13403,Roseberry,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3403,SSC13404,Roseberry Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3404,SSC13405,Rosebery (NSW),"1|China_exc_SARs_Taiwan|22.59,2|Greece|7.56,3|Indonesia|6.17,4|United_Kingdom|6.01,5|New_Zealand|4.31,0|other_countries|52.3"
3405,SSC13406,Rosebrook (NSW),"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3406,SSC13407,Rosedale (NSW),"1|United_Kingdom|21.21,2|China_exc_SARs_Taiwan|18.18,3|New_Zealand|15.15,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|18.18"
3407,SSC13408,Rosehill (NSW),"1|India|41.8,2|China_exc_SARs_Taiwan|10.95,3|Lebanon|5.45,4|Philippines|4.62,5|Iran|3.88,0|other_countries|33.33"
3408,SSC13409,Roselands,"1|Lebanon|13.09,2|China_exc_SARs_Taiwan|9.94,3|Greece|8.82,4|Vietnam|4.64,5|Pakistan|3.7,0|other_countries|59.27"
3409,SSC13410,Rosemeadow,"1|United_Kingdom|12.39,2|New_Zealand|8.56,3|India|6.32,4|Vietnam|5.45,5|Philippines|5.25,0|other_countries|61.62"
3410,SSC13411,Rosemeath,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3411,SSC13412,Roseville,"1|China_exc_SARs_Taiwan|21.86,2|United_Kingdom|14.51,3|Hong_Kong_SAR_China|6.95,4|New_Zealand|5.43,5|Korea_Republic_South|4.84,0|other_countries|43.8"
3412,SSC13413,Roseville Chase,"1|United_Kingdom|19.5,2|China_exc_SARs_Taiwan|13.63,3|Hong_Kong_SAR_China|7.13,4|South_Africa|6.5,5|New_Zealand|5.24,0|other_countries|48.22"
3413,SSC13414,Rosewood (Port Macquarie-Hastings - NSW),"1|United_Kingdom|32.0,2|New_Zealand|28.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3414,SSC13415,Rosewood (Snowy Valleys - NSW),"1|United_Kingdom|37.5,2|Fiji|18.75,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|18.75"
3415,SSC13416,Roslyn,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3416,SSC13417,Rossglen,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|42.86"
3417,SSC13418,Rossgole,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3418,SSC13419,Rossi,"1|South_Africa|30.0,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
3419,SSC13420,Rossmore (NSW),"1|Italy|17.24,2|Lebanon|16.1,3|China_exc_SARs_Taiwan|11.87,4|Malta|8.62,5|United_Kingdom|4.88,0|other_countries|41.46"
3420,SSC13421,Roto,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3421,SSC13422,Rouchel,"1|United_Kingdom|45.83,2|Ireland|25.0,3|Germany|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|12.5"
3422,SSC13423,Rouchel Brook,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3423,SSC13424,Roughit,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3424,SSC13425,Round Mountain,"1|United_Kingdom|46.15,2|New_Zealand|23.08,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3425,SSC13426,Round Swamp,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3426,SSC13427,Rous,"1|South_Africa|35.29,2|Netherlands|17.65,3|New_Zealand|14.71,4|United_Kingdom|11.76,5|Turkey|0.0,0|other_countries|17.65"
3427,SSC13428,Rous Mill,"1|United_Kingdom|44.0,2|South_Africa|16.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3428,SSC13429,Rouse Hill,"1|United_Kingdom|14.35,2|Philippines|12.61,3|China_exc_SARs_Taiwan|8.33,4|India|7.93,5|South_Africa|6.82,0|other_countries|48.57"
3429,SSC13430,Rowan,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3430,SSC13431,Rowena,"1|South_Africa|0,2|Iran|0.0,3|Indonesia|0.0,4|India|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|0.0"
3431,SSC13432,Rowlands Creek,"1|United_Kingdom|90.0,2|New_Zealand|30.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3432,SSC13433,Royal National Park,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3433,SSC13434,Royalla,"1|United_Kingdom|32.71,2|Italy|10.28,3|South_Africa|3.74,4|New_Zealand|3.74,5|China_exc_SARs_Taiwan|3.74,0|other_countries|33.64"
3434,SSC13435,Rozelle,"1|United_Kingdom|32.36,2|New_Zealand|10.18,3|Ireland|4.2,4|China_exc_SARs_Taiwan|3.69,5|South_Africa|2.64,0|other_countries|43.12"
3435,SSC13436,Ruby Creek,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3436,SSC13437,Rufus,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3437,SSC13438,Rugby,"1|New_Zealand|44.44,2|United_Kingdom|33.33,3|Iran|0.0,4|Egypt|0.0,5|Philippines|0.0,0|other_countries|0.0"
3438,SSC13439,Rukenvale,"1|United_Kingdom|75.0,2|Germany|75.0,3|Fiji|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3439,SSC13440,Run-o-Waters,"1|United_Kingdom|25.45,2|Germany|10.91,3|Poland|9.09,4|Ireland|5.45,5|New_Zealand|5.45,0|other_countries|29.09"
3440,SSC13441,Running Stream,"1|Germany|42.86,2|Egypt|0.0,3|Philippines|0.0,4|Poland|0.0,5|Singapore|0.0,0|other_countries|0.0"
3441,SSC13442,Runnyford,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3442,SSC13443,Ruse,"1|United_Kingdom|23.35,2|New_Zealand|11.85,3|Philippines|5.0,4|India|3.69,5|Germany|2.63,0|other_countries|51.71"
3443,SSC13444,Rushcutters Bay,"1|United_Kingdom|18.84,2|New_Zealand|9.94,3|India|4.14,4|China_exc_SARs_Taiwan|4.14,5|South_Africa|3.31,0|other_countries|53.93"
3444,SSC13445,Rushes Creek,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3445,SSC13446,Rushforth,"1|United_Kingdom|42.86,2|Netherlands|35.71,3|New_Zealand|35.71,4|Indonesia|0.0,5|India|0.0,0|other_countries|0.0"
3446,SSC13447,Russell Lea,"1|Italy|27.52,2|United_Kingdom|13.39,3|New_Zealand|7.11,4|Greece|6.21,5|China_exc_SARs_Taiwan|5.98,0|other_countries|38.97"
3447,SSC13448,Russell Vale,"1|United_Kingdom|37.58,2|New_Zealand|11.52,3|FYROM|3.64,4|Thailand|2.42,5|Philippines|2.42,0|other_countries|31.52"
3448,SSC13449,Rutherford,"1|United_Kingdom|28.16,2|New_Zealand|13.92,3|South_Africa|6.8,4|Philippines|6.15,5|India|5.72,0|other_countries|37.22"
3449,SSC13450,Ruthven,"1|Fiji|0.0,2|Poland|0.0,3|Singapore|0.0,4|Canada|0.0,5|China_exc_SARs_Taiwan|0.0,0|other_countries|75.0"
3450,SSC13451,Ryan (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3451,SSC13452,Rydal,"1|United_Kingdom|70.0,2|Philippines|30.0,3|Indonesia|0.0,4|India|0.0,5|Iran|0.0,0|other_countries|0.0"
3452,SSC13453,Rydalmere,"1|China_exc_SARs_Taiwan|23.43,2|Korea_Republic_South|13.43,3|India|6.21,4|Hong_Kong_SAR_China|5.27,5|United_Kingdom|5.2,0|other_countries|45.96"
3453,SSC13454,Ryde,"1|China_exc_SARs_Taiwan|22.37,2|Korea_Republic_South|6.85,3|India|6.74,4|United_Kingdom|4.99,5|Italy|4.79,0|other_countries|53.66"
3454,SSC13455,Rye Park,"1|United_Kingdom|84.62,2|New_Zealand|23.08,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|23.08"
3455,SSC13456,Ryhope,"1|United_Kingdom|100.0,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3456,SSC13457,Rylstone,"1|United_Kingdom|40.86,2|New_Zealand|16.13,3|India|4.3,4|Croatia|4.3,5|South_Africa|3.23,0|other_countries|20.43"
3457,SSC13458,Sackville,"1|United_Kingdom|22.22,2|New_Zealand|16.67,3|India|0.0,4|Indonesia|0.0,5|Hong_Kong_SAR_China|0.0,0|other_countries|16.67"
3458,SSC13459,Sackville North,"1|United_Kingdom|40.0,2|Netherlands|11.43,3|New_Zealand|11.43,4|China_exc_SARs_Taiwan|8.57,5|Indonesia|0.0,0|other_countries|8.57"
3459,SSC13460,Saddleback Mountain,"1|Hong_Kong_SAR_China|60.0,2|New_Zealand|60.0,3|India|0.0,4|Indonesia|0.0,5|Greece|0.0,0|other_countries|60.0"
3460,SSC13461,Sadleir,"1|Vietnam|20.16,2|Lebanon|17.47,3|Iraq|10.66,4|New_Zealand|5.38,5|United_Kingdom|4.3,0|other_countries|41.67"
3461,SSC13462,Safety Beach (NSW),"1|United_Kingdom|33.58,2|New_Zealand|9.7,3|India|7.46,4|Germany|6.72,5|South_Africa|5.97,0|other_countries|35.82"
3462,SSC13463,Salamander Bay,"1|United_Kingdom|49.33,2|New_Zealand|7.95,3|South_Africa|4.72,4|Germany|3.23,5|Italy|2.83,0|other_countries|29.92"
3463,SSC13464,Salisbury (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3464,SSC13465,Salisbury Plains,"1|United_Kingdom|66.67,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3465,SSC13466,Sallys Flat,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3466,SSC13467,Salt Ash,"1|United_Kingdom|28.4,2|New_Zealand|18.52,3|Germany|14.81,4|Netherlands|9.88,5|Philippines|8.64,0|other_countries|9.88"
3467,SSC13468,Saltwater,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3468,SSC13469,San Isidore,"1|United_Kingdom|33.33,2|Vietnam|16.67,3|Philippines|8.33,4|New_Zealand|8.33,5|Sri_Lanka|8.33,0|other_countries|8.33"
3469,SSC13470,San Remo (NSW),"1|United_Kingdom|29.43,2|New_Zealand|20.7,3|Philippines|6.48,4|Italy|3.74,5|Malta|3.49,0|other_countries|33.42"
3470,SSC13471,Sancrox,"1|United_Kingdom|29.63,2|New_Zealand|18.52,3|Netherlands|5.56,4|Canada|5.56,5|Zimbabwe|5.56,0|other_countries|16.67"
3471,SSC13472,Sanctuary Point,"1|United_Kingdom|43.87,2|New_Zealand|9.02,3|Germany|5.78,4|Malta|2.94,5|Italy|2.43,0|other_countries|31.81"
3472,SSC13473,Sandbar,"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
3473,SSC13474,Sandgate (NSW),"1|United_Kingdom|40.91,2|Fiji|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|36.36"
3474,SSC13475,Sandigo,"1|New_Zealand|0.0,2|Philippines|0.0,3|Poland|0.0,4|Singapore|0.0,5|Canada|0.0,0|other_countries|0.0"
3475,SSC13476,Sandilands (NSW),"1|South_Africa|0,2|Egypt|0,3|Philippines|0,4|Poland|0,5|Singapore|0,0|other_countries|0"
